BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
15-172756,CC RG LEZIGNANAISE CORBIERES MINERVOIS,None, Monsieur le Président de la Communauté de Communes,,,"Communauté de Communes Région Lézignanaise Corbières et Minervois 48, avenue Charles CROS BP 201",11202,LEZIGNAN-CORBIERES cedex,,(+33) 4-68-27-03-35,,(+33) 4-68-27-04-54,benoit.gleizes@ccrlcm.fr,http://marches-publics.sis-marches.com/ccrlz/,,,,,,False,False,,False,False
15-172757,Sibar,None,Frédéric ROTH,,,4 rue Bartisch,67100,strasbourg,,,,,,,,,,,,False,False,,False,False
15-172759,Office de Tourisme de Béthune-Bruay,None,Stéphanie BERRIER,,,3 rue Aristide Briand,62400,Béthune,,03-21-52-96-57,,,s.berrier@tourisme-bethune-bruay.fr,,,,,,,False,False,,False,False
15-172760,Ville Eurométropole de Strasbourg,None,M. Le Président de l'Eurométropole de Strasbourg,,,1 parc de l'Etoile,67076,Strasbourg Cedex,,(+33) 3-68-98-51-19,,(+33) 3-68-98-56-32,marchespublics@strasbourg.eu,,https://alsacemarchespublics.eu/,,,,,False,False,,False,False
15-172761,Ville de Noisy-le-Grand,None,Mme Le Maire,,,Hôtel de Ville - BP49,93161,Noisy le grand cedex,,01-45-92-75-42,,01-45-92-58-15,service.marche@ville-noisylegrand.fr,,http://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2015_aGV4CwIxze,,,,,False,False,,False,False
15-172763,Ville de Sucy-en-Brie,None,"Mme CIUNTU Marie Carole, Le maire",,,2 Avenue Georges Pompidou,94370,Sucy-en-brie,,,,,,,https://marches-sucy.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-172764,Limoges Habitat,None, Direction patrimoine,,,Rue du petit theil,87280,Limoges,,(+33) 5-55-43-45-00,,(+33) 5-55-43-45-11,contact@limogeshabitat.fr,http://www.limogeshabitat.fr,http://limogeshabitat.e-marchespublics.com,,,,,False,False,,False,False
15-172765,Ville de Malemort sur Corrèze,None,Service Informatique,,,"14,16 avenue Jean Jaurès CS 30055",19361,Malemort sur Corrèze,,,,,,,https://www.boamp.fr/demat/consultation/CONS-15-172765,,,,,False,False,,False,False
15-172767,Ville de Limoges,None,Nathalie Périssat,,,Service de la Commande Publique8 rue Pierre Brossolette,87000,Limoges,,,,05-55-03-86-60,,,http://www.achats-limousin.com,,,,,False,False,,False,False
15-172768,Caisse des ecoles du 16eme,None, Jean-françois siré,,,71 avenue henri martin,75016,Paris,,01-45-04-31-61,,01-45-04-20-19,www.caisse-des-ecoles-du-16e@wanadoo.fr,http://www.e-marchespublics.com,http://caissedesecoles16.e-marchespublics.com,,,,,False,False,,False,False
15-172769,Groupement Interconsulaire Manche,None,"M. Le Président, GROUPEMENT INTERCONSULAIRE DE LA MANCHE",,,86 Rue de l'Exode - BP 396,50006,Saint-lo cedex,,02-33-78-86-88,,02-33-78-86-89,,http://www.fim.fr,,,,,,False,False,,False,False
15-172770,SAMOA,None,Thomas SIMON,thomas.simon@samoa-nantes.fr,,2 ter quai François Mitterrand - BP 36311,44263,NANTES cedex 2,,(+33) 2-51-89-16-30,,(+33) 2-51-89-72-51,,,http://www.marches-securises.fr,http://www.marches-securises.fr,http://www.marches-securises.fr,,,False,False,,False,False
15-172771,Conseil Régional Basse-Normandie,None, M. Le président,,,Cs 50523,14035,Caen cedex 1,,(+33) 2-31-06-98-15,,(+33) 2-31-06-97-34,sdm@crbn.fr,http://marchespublics.crbn.fr,http://marchespublics.crbn.fr,,,,,False,False,,False,False
15-172772,Rouen Habitat,None,M. le Directeur Général,,,5 Place du Général de GaulleBP 16,76001,Rouen Cedex 1,,,,(+33) 2-35-15-61-52,contact@rouenhabitat.fr,,http://marches-publics.sis-marches.com/rhabitat/,,,,,False,False,,False,False
15-172774,Ville de Rouen,None,M. Le Maire,,,Place du Général de Gaulle CS 31402,76037,Rouen Cedex,,,,,,,,,,,,False,False,,False,False
15-172775,Ville de Marseille,None, M. le Maire,,,Hôtel de Ville - quai du port,13233,Marseille cedex 20,,,,,,http://www.marseille.fr,http://marchespublics.mairie-marseille.fr,,,,,False,False,,False,False
15-172776,Assemblée Nationale,None,,"division Réglementation et contrôle des marchés (adresse physique: 233 bd Saint Germain 75007 Paris - du lundi au vendredi de 9h30 à 12h15 et de 14h30 à 18h, hors jours fériés)",,126 rue de l'Université75355 PARIS 07 SP,75007,Paris,,(+33) 1-40-63-85-12,,(+33) 1-40-63-85-97,drcm@assemblee-nationale.fr,http://www.assemblee-nationale.fr,https://assemblee-nationale.achatpublic.com,,,,,False,False,,False,False
15-172777,mairie d'Hardricourt,None," SCOTTE Yann, Maire",,,"2, rue Chantereine",78250,Hardricourt,,01-30-99-91-00,,,,http://www.hardricourt.fr,https://www.marches-publics.info,,,,,False,False,,False,False
15-172778,Ville d'Arles,21130004100012," Schiavetti Hervé, Maire",,,Hôtel de ville BP 90196,13637,Arles,,(+33) 4-90-49-38-79,,(+33) 4-90-49-76-64,,http://www.ville-arles.fr,http://marches-publics.info,,,,,False,False,,False,False
15-172779,Conseil général de la Vendée,22850001300658, le Président du Conseil départemental,,,40 rue du Maréchal Foch,85923,La Roche sur Yon,,(+33) 2-51-34-49-29,,(+33) 2-51-34-46-81,,http://www.vendee.fr,http://marchespublics.vendee.fr,,,,,False,False,,False,False
15-172781,Mairie de Plouzané,None,"M. RIOUAL Bernard, Mairie de Plouzané",,,BP 7,29280,Plouzané,,02-98-31-95-30,,02-98-49-31-33,,http://www.ville-plouzane.fr,,,,,,False,False,,False,False
15-172782,COGITIS,None,Brigitte FRAYSSE,,,153 avenue Professeur Jean Louis Viala,34193,MONTPELLIER cedex 5,,,,,,,,,,,,False,False,,False,False
15-172783,Ville de Limoges,None,Nathalie Périssat,,,6-8 rue Pierre Brossolette,87000,Limoges,,,,(+33) 5-55-03-86-60,,,http://www.achats-limousin.com,,,,,False,False,,False,False
15-172784,Cté d'agglo Plaine Commune,None,"M. AFONSO DOS REIS Lionel, Cté d'agglo Plaine Commune",,,"Direction de la Commande Publique - 21, avenue Jules Rimet",93218,Saint-denis cedex,,01-71-86-36-22,,01-55-93-58-45,lionel.afonsodosreis@plainecommune.com.fr,http://www.plainecommune.fr/,http://www.maximilien.fr,,,,,False,False,,False,False
15-172785,Ville de Rouen,None,M. Le Maire,,,2 Place du Général de Gaulle CS31402,76037,Rouen Cedex,,,,,,,,,http://www.mpe76.fr,,,False,False,,False,False
15-172786,COMMUNE LES HERMITES,None,Monsieur le maire,,,rue des Déportés,37110,Les Hermites,,02-47-56-31-18,,02-47-56-08-47,mairie.les.hermites@wanadoo.fr,,,,,,,False,False,,False,False
15-172787,SMEAG Base de Loisirs 78,None,Mme RIGOULET Emmanuelle,,,"14, rue Joel le Theule BP 855",78058,St quentin en yvelines,,01-30-43-95-40,,,emmanuelle.rigoulet@sarry-78.fr,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2015_4OEQbIvB8O,,,,,False,False,,False,False
15-172788,S.E.M.I.S.A.P.,None,M. ISNARD Nicolas,,,321 rue de l'AC Champion CS 20 163,13654,Salon de provence cedex,,04-90-53-16-81,,,marches@semisap.fr,http://www.semisap.fr/site/,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-172789,Centre Hospitalier Guillaume Régnier,None,,,,"108 Avenue du Général Leclerc, BP 60321",35703,Rennes Cédex 7,,(+33) 2-99-33-39-09,,(+33) 2-99-33-64-46,direction.plantravaux@ch-guillaumeregnier.fr,http://www.ch-guillaumeregnier.fr,,,,,,False,False,,False,False
15-172790,EPD de Grugny,None, Loïc dubost,,,"634, rue andré martin",76690,Grugny,,02-32-93-80-08,,02-32-93-80-59,ldubost-dse@epd-grugny.fr,http://www.epd-grugny.fr,http://epd-grugny.e-marchespublics.com,,,,,False,False,,False,False
15-172791,Ville de Wissous,None,Monsieur le Maire,,,place de la libération,91320,wissous,,01-64-47-27-27,,01-69-20-19-14,sylvie.ardellier@wissous.fr,http://www.mairie-wissous.fr,http://www.achats-franciliens.fr,,,,,False,False,,False,False
15-172792,Etab Public de Santé Alsace Nord,None,M. le Directeur,,,141 avenue de Strasbourg - BP 83,67173,Brumath,,,,,bureaudesmarches@ch-epsan.fr,http://www.ch-epsan.fr,http://www.marches-securises.fr,,,,,False,False,,False,False
15-172793,Ville de Malemort sur Corrèze,None,Service logistique,,,"14,16 avenue Jean Jaurès",19361,Malemort sur Corrèze cedex,,05-55-92-16-88,,,mairie@malemort.org,http://malemortsurcorreze.fr,https://www.boamp.fr/demat/consultation/CONS-15-40963,,,,,False,False,,False,False
15-172794,Cté de Communes du Rouillacais,None,AUBOUIN Michelle,,,314 avenue jean Monnet,16170,Rouillac,,05-45-96-83-24,,05-45-96-83-25,secretariat@cdcrouillacais.fr,,http://www.synapse-ouest.com,,,,,False,False,,False,False
15-172795,Pôle emploi,None, Monsieur le directeur général,,,Direction générale1 avenue du docteur gley,75020,Paris,,,,,nathalie.philippe01@pole-emploi.fr,http://www.pole-emploi.fr,,,,,,False,False,,False,False
15-172796,SPL Perpignan Méditerranée,None, FARA Lionel,,,5 rue de la Fusterie,66000,PERPIGNAN,,04-68-51-70-25,,,,,,,,,,False,False,,False,False
15-172797,Régiment service militaire adapté g,None,Direction Travaux Infrastructure,,,Quartier NEMO BP 246,97393,Saint-Laurent-du-Maroni Cedex,,05-94-34-45-07,,,,,,,,,,False,False,,False,False
15-172798,ESID de Rennes,None,"M. LECOEUR ARNAUD, Etablissement du Service d'Infrastructure de la Défense de RENNES",,,Quartier Margueritte bp14,35998,Rennes cedex 9,,02-23-35-26-01,,02-23-35-21-93,,,,,,,,False,False,,False,False
15-172799,Commune de Lattes,None,M. le Maire,,,CS11010,34973,Lattes Cedex,,04-67-99-77-44,,04-67-99-77-97,marches.publics@ville-lattes.fr,,http://marches.montpellier3m.fr,,,,,False,False,,False,False
15-172800,Laval Agglomération,None,M. le Président,,,Hôtel Communautaire 1 place du Général Ferrié CS 60809,53008,Laval cedex,,02-43-49-86-26,,02-43-49-46-50,marche.public@agglo-laval.fr,,https://agglo-laval.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-172801,Ville de Chelles,None, Direction de la Commande Publique,,,Parc du Souvenir Emile Fouchard,77505,Chelles cedex,,01-64-72-85-66,,01-64-72-88-17,dcp@chelles.fr,http://www.chelles.fr/,https://marchespublics-ville-chelles.omnikles.com,,,,,False,False,,False,False
15-172802,Département du Finistère,None,Mme la Présidente (pouvoir adjudicateur),Marie Keraudy-Verluca,,"32 boulevard Dupleix, CS 29029,",29196,Quimper Cedex,,,,,marie.keraudy-verluca@finistere.fr,,http://www.e-megalisbretagne.org,,,,,False,False,,False,False
15-172803,Ville de Seclin,None,Service des Marchés Publics,,,89 rue Roger Bouvry,59113,Seclin,,,,,,,,,,,,False,False,,False,False
15-172804,Ville du Lamentin,None,Monsieur Le Maire,,,Place Antonio Macéo,97232,Le Lamentin,,(+33) -05-96-30-07-52,,(+33) -05-96-51-81-75,,http://www.mairie-lelamentin.fr,http://www.e-marchespublics.com,,,,,False,False,,False,False
15-172805,Universite Evry Val d'Essonne,None,"M. BOMBARDE Caroline, Université Evry Val d'Essonne",,,Bd françois mitterrand,91025,Evry,,01-69-47-71-23,,,,,,,,,,False,False,,False,False
15-172806,Communauté d'Agglomération ACCM,None,"M. Claude Vulpian, le Président",M. Olivier Pécault,,"Cité Yvan Audouard, 5 rue Yvan Audouard, BP 30228",13637,Arles,,04-86-52-60-00,,04-90-18-43-79,lepresident@agglo-accm.fr,,,,,,,False,False,,False,False
15-172807,CNFPT Délégation Midi-Pyrénées,None,"Mme Lagarde Béatrice, CNFPT Délégation Midi-Pyrénées",,,"9, rue Alex Coutet - BP 82312",31023,Toulouse cedex 1,,05-62-11-39-01,,05-62-11-39-17,beatrice.lagarde@cnfpt.fr,http://www.cnfpt.fr,,,,,,False,False,,False,False
15-172808,Pôle Emploi,None, Sophie chevrolle,,,Immeuble le cinetic - dga af / dam - 1 avenue du docteur gley,75020,Paris,,(+33) 1-40-30-87-40,,(+33) 1-40-30-69-74,damfonct.00171@pole-emploi.fr,http://www.pole-emploi.fr,http://www.pole-emploi.e-marchespublics.com,http://www.pole-emploi.e-marchespublics.com,http://www.pole-emploi.e-marchespublics.com,,,False,False,,False,False
15-172809,Communauté Urbaine Toulouse Métropole,None,M. Le Président de Toulouse Métropole,,,Direction de la Commande Publique - 6 rue René Leduc - BP 35821,31505,Toulouse cedex 5,,05-81-91-73-41,,,marchespublics@toulouse-metropole.fr,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-172810,Ville de Fondettes,None,Service des marchés publics,,,35 rue eugène gouin,37230,Fondettes,,,,,achats@fondettes.fr,,https://fondettes.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2015_MVWML6MLQA,,,,,False,False,,False,False
15-172811,Ville d'Achères,None,"Monsieur le Maire, Marc HONORÉ",,,"8, rue Deschamps Guérin B.P. 100",78260,Achères,,01-39-79-64-88,,01-39-79-64-86,,http://www.mairie-acheres78.fr,https://www.achats-franciliens.fr,,,,,False,False,,False,False
15-172812,Laval Agglomération,None,M. Le Président,,,"Hôtel Communautaire, 1 place du Général Ferrié, CS 60809",53008,Laval cedex,,(+33) -02-43-49-46-47,,(+33) -02-43-49-46-50,marche.public@agglo-laval.fr,http://www.agglo-laval.fr,https://agglo-laval.achatpublic.com,https://agglo-laval.achatpublic.com,https://agglo-laval.achatpublic.com,,,False,False,,False,False
15-172813,Cté de Cnes de la Région de Mourmelon,None,"M. Loncol Fabrice, Président",,,"4, rue du Maréchal JoffreBP 27",51400,Mourmelon Le Grand,,03-26-66-55-13,,,contact@cc-region-mourmelon.fr,,,,,,,False,False,,False,False
15-172814,ville de Saint-Omer,None,M. Desbrosse Manuel,,,"16, rue saint sépulcre",62500,Saint Omer,,(+33) 3-21-98-40-99,,(+33) 3-21-39-78-94,centrale-achats@ville-saint-omer.fr,,http://www.klekoon.com,,,,,False,False,,False,False
15-172815,SDEE de la Lozère,None, Aurélie mallet,,,"12, bd henri bourrillon",48000,Mende,,(+33) 4-66-65-77-61,,(+33) 4-66-49-11-19,a.mallet@sdee48.fr,http://www.sdee-lozere.fr/index.php,http://sdee48.e-marchespublics.com,,,,,False,False,,False,False
15-172816,Commune de Nilvange,None,Service des Marchés Publics,,,5 rue Victor Hugo,57240,Nilvange,,,,,,,http://www.marches-securises.fr,,,,,False,False,,False,False
15-172818,EAU DE PARIS,None, Madame la Directrice générale,,,"EAU DE PARIS 19, rue Neuve Tolbiac CS 61373",75214,Paris Cedex 13,,,,,,http://www.eaudeparis.fr/,,,,,,False,False,,False,False
15-172819,Ville d'Ormesson-sur-Marne,None,"Mme SEGUI Marie-christine, Maire",,,"10, avenue Wladimir d'Ormesson",94490,Ormesson-sur-marne,,01-45-76-95-28,,,marches.publics@ville-ormesson-sur-marne.fr,,https://marches-ormesson.achatpublic.com,,,,,False,False,,False,False
15-172820,Office Public Habitat de Haute-Garonne,None,M. Le Directeur Général,,,75 rue St Jean BP 63102,31131,Balma Cedex,,(+33) 5-61-73-56-00,,(+33) 5-61-99-32-99,juridique@oph31.fr,,http://oph31.marcoweb.fr,,,,,False,False,,False,False
15-172822,Département de la Savoie,None,M. Le Président,,,Hôtel du département CS 31802,73018,Chambéry Cedex,,,,,,,,,,,,False,False,,False,False
15-172823,Le Grand Narbonne,None, Service marchés publics,,,"Communauté d'Agglomération 12, boulevard Frédéric Mistral - CS 50100",11785,Narbonne Cedex,,(+33) 4-68-58-17-45,,,,http://audemarches.fr,http://can.marcoweb.fr,,,,,False,False,,False,False
15-172824,EPLEFPA BORDEAUX GIRONDE,None,Amélie Rochas,,,84 avenue du Général De Gaulle,33290,Blanquefort,,,,,,,,,,,,False,False,,False,False
15-172826,Mairie de LIEVIN,None,Audrey TASSIN,,,"45, rue Edouard Vaillant",62800,Liévin,,(+33) 3-21-44-89-15,,(+33) 3-21-44-88-02,marchespublics@lievin.fr,http://www.lievin.fr,http://www.marches-securises.fr,,,,,False,False,,False,False
15-172827,SIRP Dangers Vérigny Mittainvilliers,None,Nadège LORENCE - AMO SPL CHARTRES AMENAGEMENT 02-37-22-61-75,,,syndicat Intercommunal de Regroupement Pédagogique de Dangers Vérigny Mittainvilliers 10 rue de la mairie,28190,Dangers,,,,,,,http://www.am28.org/,,,,,False,False,,False,False
15-153593,DRSID Lyon,None,"Mme Pons Marie, MINDEF/SGA/DCSID/ESID Lyon",,,BP 97423,69347,Lyon cedex 07,,04-37-27-23-51,,,marie2.pons@intradef.gouv.fr,,,,,,,False,False,,False,False
15-172829,Communauté de communes de l'Oisans,24380074500107, Président,,,"2, chemin Château Gagnière BP 50",38520,Bourg d'Oisans,,(+33) 4-76-11-01-09,,(+33) 4-76-11-01-65,accueil@ccoisans.fr,,,,,,,False,False,,False,False
15-172830,Cté. de Cnes. des Vallons du Lyonnais,None,"M. DUMONTET CHLOE, CHARGEE DES MARCHES PUBLICS",,,"20, chemin du stade",69670,Vaugneray,,04-78-57-83-88,,,m.publics@ccvl.fr,http://www.ccvl.fr/,http://www.klekoon.com,,,,,False,False,,False,False
15-172831,Centre Hospitalier Camille Claudel,None," THIEL Luc, Directeur",,,Route de Bordeaux - CS 90025,16400,LA COURONNE,,05-45-67-59-59,,05-45-67-59-68,cellulemarches@ch-claudel.fr,,http://www.synapse-ouest.com,,,,,False,False,,False,False
15-172832,ONEMA,None,"Mme NDEBI Marie, ONEMA",,,5 SQUARE FELIX NADAR,94300,Vincennes,,01-45-14-36-00,,,marches.publics@onema.fr,http://www.onema.fr,,,,,,False,False,,False,False
15-172833,SAELSI,None,M. Le Sous-Directeur de l'Achat SAELSI,Madame Véronique LUSVEN,,Place Beauvau,75800,Paris cedex 8,,(+33) 1-86-21-61-15,,,veronique.lusven@interieur.gouv.fr,,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=206519&orgAcronyme=g6l,,,,False,False,,False,False
15-172834,Conseil Général de Charente-Maritime,None, CONSEILDPT,,,"85, boulevard de la République Cedex 9",17076,La Rochelle,,,,,,,,,,,,False,False,,False,False
15-172835,Centre Hospitalier Pierre Oudot,None,Mme VIEUX Céline,,,"30, avenue du Médipôle BP 40348",38302,"Bourgoin-Jallieu Cedex,",,(+33) 4-69-15-70-50,,(+33) 4-69-15-70-51,eco@ch-bourgoin.fr,http://www.ch-bourgoin.fr,http://www.klekoon.com,,,,,False,False,,False,False
15-172836,Ville du Havre,None,Secrétariat de la Commission d'Appel d'Offres,,,Service des Moyens Généraux - G.A.F1517 place de l'hôtel de ville,76084,Le Havre,,02-35-19-45-68,,02-35-19-44-35,elodie.lecoquil@lehavre.fr,http://www.lehavre.fr,https://www.mpe76.fr,,,,,False,False,,False,False
15-172837,Département de l'Ardèche,None,"Mlle Lafont Virginie, Gestionnaire marchés publics",,,Hôtel du Département Quartier la Chaumette BP 737,07007,Privas,,04-75-66-75-67,,,smp@ardeche.fr,,https://ardeche.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-172838,Chambre d'agriculture du Var,None,M le Président,,,727 ave Alfred Décugis,83400,Hyères,,04-94-12-32-95,,,stephanie.corbalan@var.chambagri.fr,,,,,,,False,False,,False,False
15-172839,CCAS de la ville de Nancy,None,Mme la Vice-Présidente,,,Service de la Commande PubliquePlace Stanislas CO N°1,54035,Nancy cedex,,,,,commandepublique@mairie-nancy.fr,http://marchespublics.grand-nancy.org,,,,,,False,False,,False,False
15-172840,Cté d'Agglo. de Châlons-en-Champagne,None, Le Président,,,Hôtel de Ville Place Foch,51000,Chalons-En-Champagne,,,,,,,,,,,,False,False,,False,False
15-172842,CRF Pays de la Loire,None,Mme DANIEL Odile,,,7 rue du Président Edouard Herriot,44000,Nantes,,02-51-25-08-02,,,odile.daniel@crfpl.com,,,,,,,False,False,,False,False
15-172843,Communauté Urbaine d'Arras,None,"M. RAPENEAU Philippe, Président",,,"La Citadelle, Boulevard du Général de Gaulle BP 10345",62026,Arras cedex,,03-21-21-86-50,,03-21-50-59-95,b.hulot@cu-arras.org,http://www.cu-arras.fr,,,,,,False,False,,False,False
15-172844,Communauté Urbaine Toulouse Métropole,None,M. Le Président de Toulouse Métropole,,,"6 rue René Leduc, BP 35821",31505,Toulouse cedex 5,,,,,marchespublics@toulouse-metropole.fr,http://www.toulouse-metropole.fr,https://www.marchespublics.toulouse-metropole.fr,,,,,False,False,,False,False
15-172845,SDIS de l'Isère,None,M. le président du conseil d'administration,Service marchés publics,,"24, rue René Camphin",38602,Fontaine,,(+33) 4-76-26-89-73,,(+33) 4-76-26-88-93,,http://www.sdis38.fr,http://sdis38.achatpublic.com,,,,,False,False,,False,False
15-172846,SICTOM Zone de Lons le Saunier,None, M. Le président,,,"13, zac des toupes",39570,Montmorot,,(+33) 3-84-86-16-16,,(+33) 3-84-24-17-90,da.sictom39@wanadoo.fr,,,,,,,False,False,,False,False
15-172847,CG Loir et Cher,None, Monsieur le Président du Conseil départemental de Loir-et-Cher,,,Place de la République,41020,Blois Cedex,,(+33) 2-54-58-41-41,,(+33) 2-54-58-42-28,sec.marches@cg41.fr,http://www.le-loir-et-cher.fr,http://www.marches-securises.fr/perso/cg41/,,,,,False,False,,False,False
15-172848,Ville de Mussy-sur-Seine,None, Henri PETIT DE BANTEL,,,"7, rue de l'Hôtel de Ville",10250,Mussy sur Seine,,,,,,,https://www.marches-aube.fr/fr/consult.php?us=ma10261&id=25,,,,,False,False,,False,False
15-139420,Mairie de Villeneuve-Loubet,None,Service Commande Publique,,,Hôtel de Ville / B.P 59,06271,Villeneuve Loubet cedex,,04-92-02-60-16,,04-92-02-60-23,juridique@mairie-villeneuve-loubet.fr,http://www.villeneuveloubet.fr,http://www.marches-securises.fr,,,,,False,False,,False,False
15-172851,GIP RESTAURATION COLLECTIVE CM,None,Mr Lugbull Thierry Directeur Général,,,"900, rue du vieux candol",50000,Saint-Lô,,,,,,,,,,,,False,False,,False,False
15-172852,Ville de Ris-Orangis,None,Monsieur le Maire de la commune de Ris-Orangis,Service Marchés Publics,,Place du Général de Gaulle,91130,Ris-Orangis,,(+33) 1-69-02-52-56,,(+33) 1-69-02-52-54,marches.publics@ville-ris-orangis.fr,https://www.achat-national.com/accueil/,https://www.achat-national.com/accueil/,https://www.achat-national.com/accueil/,https://www.achat-national.com/accueil/,,,False,False,,False,False
15-172853,EAU DE PARIS,None, Madame la Directrice générale,,,"EAU DE PARIS 19, rue Neuve Tolbiac CS 61373",75214,Paris Cedex 13,,,,,,http://www.eaudeparis.fr/,,,,,,False,False,,False,False
15-172854,Rouen Normandie Aménagement,None,"M. de NIJS Rémi, Directeur Général Délégué",,,65 avenue de BretagneCS 2113765 avenue de Bretagne,76175,ROUEN CEDEX 1,,02-32-81-69-10,,02-32-81-69-29,contact@rouen-normandie-amenagement.fr,,,,,,,False,False,,False,False
