BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
15-39443,Communauté d'agglomération Seine-Eure,None,Monsieur le Président de la Communauté d'agglomération Seine-Eure,,,1 place ernest thorel cs 10 514,27405,Louviers cedex,,02-32-50-85-50,,02-32-50-85-51,agglo@seine-eure.com,http://www.agglo-seine-eure.fr,http://www.eu-supply.com/seine_eure.asp,,,,,False,False,,False,False
15-58247,Commune de Landser,None,HAEFFLINGER André,,,"7, place de la Paix",68440,Landser,,03-89-81-31-05,,03-89-26-84-17,maire@ville-landser.fr,,,,,,,False,False,,False,False
15-39445,Département de Paris,None,M. BREVART Maxime,,,Direction des Finances et des Achats - Sous direction des achats - CSP1 Fournitures et services - 207 rue de Bercy - tour Mattéi DA - 95 avenue de France,75587,Paris cedex 12,,,,,maxime.brevart@paris.fr,http://www.paris.fr,https://m13.paris.fr,,,,,False,False,,False,False
15-39446,Urbanis Aménagement,None,EYRAUD Véronique,,,29 boulevard d'Athènes,13001,Marseille,,04-86-26-06-81,,,veronique.eyraud@urbanis.fr,http://www.urbanis.fr,,,,,,False,False,,False,False
15-39447,Ville de Saint-gilles,None,M. Le Maire,,,Place Jean Jaurès,30800,Saint-gilles,,04-66-87-78-00,,,servachats@ville-saint-gilles.fr,,,,,,,False,False,,False,False
15-39448,CARSAT Rhône Alpes,None,Mme DANTON - KINER JOELLE,,,"35, rue Maurice Flandin",69439,Lyon cedex 03,,04-72-91-93-10,,,polemarches@carsat-ra.fr,,,,,,,False,False,,False,False
15-39449,Mairie d'Auxerre,None,"M. Salvador Valérie, Ville d'Auxerre",,,14 place de l'hôtel de ville 14 place de l'hôtel de ville,89012,Auxerre cedex,,03-86-72-43-15,,03-86-72-44-80,cp.mairie@auxerre.com,http://www.auxerre.com/,,,,,,False,False,,False,False
15-39450,MISSION REGIONALE ACHATS MIDI PYRENEES,None,Mme MORLAT Magalie,Sgar Mission régionale achats,,1 place Saint Etienne 1 place Saint Etienne,31038,Toulouse cedex 9,,(+33) 5-34-45-33-03,,,mra@midi-pyrenees.pref.gouv.fr,,,,,,,False,False,,False,False
15-39451,Hauts-de-Seine Habitat - OPH,None, Pôle cadre de vie,,,"45, rue paul vaillant-couturier",92300,Levallois-perret,,,,,geraldine.poupet@hdshabitat.fr,http://hautsdeseine-habitat.e-marchespublics.com,http://hautsdeseine-habitat.e-marchespublics.com,,,,,False,False,,False,False
15-39452,Commune de Bazas,None, Monsieur le Maire de Bazas,,,Place de la Cathédrale,33430,Bazas,,05-56-65-06-65,,05-56-65-06-66,g.dupas@ville-bazas.fr,http://www.ville-bazas.fr/,http://marchespublics-aquitaine.org,,,,,False,False,,False,False
15-39453,Ville de Paris,None,"M. Le Bras Philippe, Adjoint au Chef de la Sla 17",,,16/20 rue des Batignolles 16/20 rue des Batignolles,75017,Paris,,01-44-69-18-35,,,dominique.jornet@paris.fr,,,,,,,False,False,,False,False
15-39454,Sud de France Export,None, François FOURRIER,,,L'Acropole 954 avenue Jean Mermoz,34000,Montpellier,,,,,,,,,,,,False,False,,False,False
15-39455,Ville de Sanary sur Mer,None,"M. Baleine Eric, Responsable des marchés publics",,,1 Place de la République - Hôtel de ville - CS 70001,83112,Sanary sur mer cedex,,04-94-32-97-66,,04-94-32-97-49,eric.baleine@sanarysurmer.com,http://www.sanarysurmer.com,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-39456,Ville d'Enghien les Bains,None,"Mlle PASQUET Alexandra, Juriste-apprenti",,,57 rue du Général de Gaulle,95880,Enghien les bains,,01-34-28-46-75,,01-34-28-46-07,marchepublic@enghien95.fr,,,,,,,False,False,,False,False
15-39457,Hauts-de-Seine Habitat - OPH,None, Pôle cadre de vie,,,"45, rue paul vaillant-couturier",92300,Levallois-perret,,,,,geraldine.poupet@hdshabitat.fr,http://hautsdeseine-habitat.e-marchespublics.com,http://hautsdeseine-habitat.e-marchespublics.com,,,,,False,False,,False,False
15-39461,Communauté de Communes du Briançonnais,None,"M. FERES Laurent, Responsable Juridique et Marchés",,,"Les Cordeliers - 1, Rue Aspirant Jan",5100,Briançon,,,,,,,,,,,,False,False,,False,False
15-39462,Conseil général des Alpes-Maritimes,None,Monsieur le Président du Conseil général des Alpes-Maritimes,,,"direction générale adjointe pour les ressources et les moyens - direction des finances, de l'achat et de la commande publique - service des marchés - cadam - 147 boulevard du Mercantour - tour Jean Moulin - bureau 604 - B.P. 3007 - 9h à 11h45 et 13h30 à 16h30",6201,Nice Cedex 3,,(+33) 4-97-18-63-68,,(+33) 4-89-04-29-89,,http://www.e-marches06.fr,,,,,,False,False,,False,False
15-41263,Ville de Biarritz,None,,Service marchés publics,,Avenue Edouard VII - B.P. 58,64202,Biarritz cedex,,(+33) 5-59-41-59-41,,(+33) 5-59-41-54-44,marche@biarritz.fr,http://www.biarritz.fr,,http://www.eadministration64.fr,http://www.eadministration64.fr,,,False,False,,False,False
15-39464,CNAF,None,,,,"Caisse nationale des Allocations familiales, 32 Avenue de la Sibelle",75685,Paris cedex 14,,(+33) 1-45-65-67-19,,(+33) 1-45-65-52-94,,http://www.caf.fr,,,,,,False,False,,False,False
15-39465,Hauts-de-Seine Habitat - OPH,None, Pôle cadre de vie,,,"45, rue paul vaillant-couturier",92300,Levallois-perret,,,,,geraldine.poupet@hdshabitat.fr,http://hautsdeseine-habitat.e-marchespublics.com,http://hautsdeseine-habitat.e-marchespublics.com,,,,,False,False,,False,False
15-39466,Ville de Lons,None,"M. PATRIARCHE Nicolas, Maire de lons",,,Place Bernard Deytieux Place bernard deytieux,64140,Lons,,05-59-40-32-41,,05-59-40-32-31,ville-lons@mairie-lons.fr,,,,,,,False,False,,False,False
15-39467,MINDEF/EMA/DCSCA/CESCOF/Antenne Navale,None,M. Hiaux Jean-François,,,BCRM Toulon Antenne navale du CESCOF (CESCOF/AN) - BP 72 - Marché publics,83800,Toulon cédex 9,,(+33) 4-22-43-65-89,,(+33) 4-22-43-65-86,cescof.an.marches@orange.fr,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=232251&orgAcronyme=g7h,,,,,False,False,,False,False
15-39468,CA Nîmes Métropole,None, Le Président de Nîmes Métropole,,,Colisée 2 - 2ème étage 1 rue du Colisée Cedex 9,30947,Nîmes,,(+33) 4-34-03-57-00,,(+33) 4-34-03-57-01,commande-publique-agglo@nimes-metropole.fr,http://www.marches-securises.fr,,,,,,False,False,,False,False
15-39469,Athegram,None,"Mme PEM Aniko, Chef de projet",,,"43, rue de la Brèche aux Loups",75012,Paris,,01-45-22-36-56,,01-45-22-36-10,aniko.pem@athegram.com,http://www.athegram.com,,,,,,False,False,,False,False
18-182030,CHU DE LILLE,None,,CHU DE LILLE - Direction des Ressources Physiques - Direction des Achats - Service des marchés - Mme LECLERCQ Véronique,FRE11,CS 70001,59037,Lille cedex,,(+33) 3-20-44-45-86,,(+33) 3-20-44-47-23,veronique.leclercq@chru-lille.fr,http://www.chru-lille.fr,http://www.marches-publics.gouv.fr,,https://www.marches-publics.gouv.fr,https://www.marches-publics.gouv.fr/index.php?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=401563&orgAcronyme=x7c,http://www.marches-publics.gouv.fr,False,True,,False,True
15-39471,Hauts-de-Seine Habitat - OPH,None, Pôle cadre de vie,,,"45, rue paul vaillant-couturier",92300,Levallois-perret,,,,,geraldine.poupet@hdshabitat.fr,http://hautsdeseine-habitat.e-marchespublics.com,http://hautsdeseine-habitat.e-marchespublics.com,,,,,False,False,,False,False
15-39472,CHU d'Angers,None,M. Général Le Directeur,,,4 rue Larrey,49933,Angers,,02-41-35-33-21,,02-41-35-55-04,bureaumarche@chu-angers.fr,http://www.chu-angers.fr,,,,,,False,False,,False,False
15-39473,Ville de Montreuil,None,"M. Bontron Yanick, Responsable administratif et financier",,,"Hôtel de Ville, place Jean Jaurès",93105,Montreuil cedex,,,,,yanick.bontron@montreuil.fr,http://www.montreuil.fr,https://montreuil.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-39474,MINDEF/DGA/DE/CAEPE,None,Mme PELLEAU,,,DGA/DT/SCAT saint médard en jalles,33166,Saint médard en jalles,,,,,,,,,,,,False,False,,False,False
15-39475,CIRSO,None,M. MADEC Jérôme,,,Avenue d'atlanta BP72152,31020,Toulouse,,(+33) 5-61-61-79-81,,,jerome.madec@cirso.fr,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-39476,MAIRIE,None,BRIARD M Dominique,,,Bourg,64310,Saint pée sur nivelle,,,,,,,,,,,,False,False,,False,False
15-39478,Hauts-de-Seine Habitat - OPH,None, Pôle cadre de vie,,,"45, rue paul vaillant-couturier",92300,Levallois-perret,,,,,geraldine.poupet@hdshabitat.fr,http://hautsdeseine-habitat.e-marchespublics.com,http://hautsdeseine-habitat.e-marchespublics.com,,,,,False,False,,False,False
15-39480,Etablissement Français du Sang,None,M. MOREL Pascal,Cellule marchés publics,,"8, rue du Dr JFX Girod bp 1937",25020,Besançon cedex,,(+33) 3-81-61-56-15,,(+33) 3-81-61-56-71,marches-publics.bfc@efs.sante.fr,https://www.marches-publics.gouv.fr,,,,,,False,False,,False,False
15-39482,MISSION REGIONALE ACHATS MIDI PYRENEES,None,M. MORLAT Magalie,,,1 place Saint Etienne 1 place Saint Etienne,31038,Toulouse cedex 9,,(+33) 5-34-45-33-03,,,mra@midi-pyrenees.pref.gouv.fr,,,,,,,False,False,,False,False
15-39483,OPH de la Haute-Loire - OPAC 43,None,M. CHEVAUX Jacques,,,29 Avenue de Tonbridge - CS 90 128,43009,Le puy en velay cedex,,04-71-09-98-70,,,marches-publics@opac43.fr,http://opac43.achatpublic.com,,,,,,False,False,,False,False
15-39484,Ville de Vénissieux,None, SERVICE DES MARCHES PUBLICS DRF,,,5 avenue Marcel Houel BP 24,69631,Vénissieux cedex,,04-72-21-44-44,,04-72-21-44-82,servicemarches@ville-venissieux.fr,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-39485,MINDEF/AIR/SIAé,None,Directeur de l'AIA de Clermont-Ferrand,,,Atelier Industriel de l'Aéronautique161 avenue du Brézet - CS 70501,63028,Clermont-Ferrand Cedex 2,,,,,,,,,,,,False,False,,False,False
15-39486,Altantic'eau,None, M. Pigeon,,,7 chemin pressoir chênaie cs 50513,44105,Nantes cedex 4,,02-51-89-03-80,,,marches@atlantic-eau.fr,http://atlanticeau.e-marchespublics.com,http://atlanticeau.e-marchespublics.com,,,,,False,False,,False,False
15-39487,Commune de Menton,None,"M. GUIBAL Jean-Claude, Député-Maire",,,Service des marchés publics 17 rue de la République,6500,Menton,,04-92-10-50-69,,,compub@ville-menton.fr,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-39488,Conseil Général du Gard,None,M. Le Président,,,3 rue Guillemette 3 rue Guillemette,30044,Nîmes cedex 9,,,,,,http://www.gard.fr,,,,,,False,False,,False,False
15-39490,Cte d'agglomération du Val de Fensch,None, Le Président,,,Hôtel de communauté 1 rue de Wendel BP 20176,57705,Hayange Cedex,,,,,,http://www.agglo-valdefensch.fr,http://cavf.marcoweb.fr,,,,,False,False,,False,False
15-39491,EPSM de l'agglomération Lilloise,None, Valérie dordoigne,,,Boite postale 4,59871,Saint andre cedex,,03-20-63-67-55,,03-20-63-67-57,valerie.dordoigne@epsm-al.fr,http://epsm-agglomeration-lilloise.e-marchespublics.com,http://epsm-agglomeration-lilloise.e-marchespublics.com,,,,,False,False,,False,False
15-39492,Conseil Général de l'Hérault,None, À l'attention de Monsieur le Président du Conseil général,,,"Hôtel du Département - 1000, rue d'Alco Cedex 4",34087,Montpellier - France,,(+33) 4-67-67-67-67,,,marches-publics@cg34.fr,http://www.herault.fr,,,,,,False,False,,False,False
15-39493,Ville de Puteaux,None,Service des marchés publics,,,131 rue de la République,92800,Puteaux,,(+33) 1-01-46-92-92-51,,(+33) 1-01-46-92-93-95,,,,,,,,False,False,,False,False
15-39494,SDIS 03,None, Le Directeur du SDIS03,,,"5, Rue de l'Arsenal CS 10002",3401,Yzeure Cedex,,,,,,,,,,,,False,False,,False,False
15-39495,Centre Hospitalier Bretagne Atlantique,None, M. Alain LATINIER,,,20 boulevard du Général Maurice Guillaudot - BP 70555,56017,Vannes,,(+33) 2-97-29-21-07,,(+33) 2-97-29-21-14,romain.griveau@ch-bretagne-atlantique.fr,,https://www.achat-hopital.com,,,,,False,False,,False,False
15-39496,Commune de Dreux,None,M. Le Maire,,,2 Rue de Châteaudun B.p. 80129,28103,Dreux cedex,,(+33) 2-37-38-84-12,,,contact@ville-dreux.fr,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-39498,Amiens Métropole,None,M. Le président,,,Place de l'Hôtel de Ville - BP 2720,80027,Amiens,,,,,,http://marchespublics.amiens-metropole.com,http://marchespublics.amiens-metropole.com,http://marchespublics.amiens-metropole.com,http://marchespublics.amiens-metropole.com,,,False,False,,False,False
15-39501,Conseil Général du Pas-de-Calais,None, M. le Président du Conseil Général,,,Département du Pas-de-Calais Hôtel du Département Rue Ferdinand Buisson,62018,ARRAS CEDEX 9,,03-21-21-67-30,,03-21-21-62-38,,https://marches.local-trust.com/cg-62,,,,,,False,False,,False,False
15-39503,Association EPAF,None, Le président,,,18 avenue léon gaumont - valmy 152,75977,Paris cedex 20,,(+33) 1-57-53-22-46,,(+33) 1-57-53-22-53,laetitia.guilleray@finances.gouv.fr,http://epaf.e-marchespublics.com,http://epaf.e-marchespublics.com,,,,,False,False,,False,False
15-39504,Ville de Creil,None,M. Jean-Claude Villemain - Maire de Creil,,,place François MitterrandBP76,60109,Creil cedex,,(+33) 3-44-29-50-00,,(+33) 3-44-29-50-02,,http://www.creil.fr,http://www.achatpublic.com,,,,,False,False,,False,False
15-39505,Conseil général du Gard,None,M. BOMPARD Gilles,,,Conseil général du Gard 3 rue Guillemette 3 rue Guillemette,30044,Nîmes cedex 9,,,,,,http://www.gard.fr,,,,,,False,False,,False,False
15-39506,INERIS,None,Mme BABANI Blandine,Service juridique et achats,,Parc technologique alata,60550,Verneuil en halatte,,(+33) 3-44-55-69-46,,(+33) 3-44-55-68-88,blandine.babani@ineris.fr,,,,,,,False,False,,False,False
15-39507,MINDEF/EMA/DCSCA/CESCOF/Antenne Navale,None,M. Hiaux Jean-François,,,BCRM de Toulon Antenne navale du CESCOF (CESCOF/AN) - BP 72 - Marchés publics,83800,Toulon cedex 9,,(+33) 4-22-43-65-89,,(+33) 4-22-43-65-86,cescof.an.marches@orange.fr,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=232403&orgAcronyme=g7h,,,,,False,False,,False,False
15-39508,Agglomération Royan Atlantique,None,M. Le Président,,,"107, avenue de Rochefort",17201,Royan Cedex,,(+33) 5-46-22-19-20,,(+33) 5-46-05-60-34,contact@agglo-royan.fr,http://www.agglo-royan.fr,http://www.marches-securises.fr,,,,,False,False,,False,False
15-39510,Ecole Nationale sup. d'Arts et Métiers,None,Service marches,,,151 boulevard de l'hôpital,75013,Paris,,,,,service.marches@ensam.eu,http://www.ensam.eu,http://www.marches-publics.gouv.fr/?page=entreprise.entrepriseHome,,,,,False,False,,False,False
15-39511,Commune de Saint Pair sur mer,None,Monsieur le Maire,,,Service des Marchés Publics255 rue de la Mairie,50380,Saint Pair sur mer,,02-33-50-06-50,,02-33-50-08-10,mairie.stpair@wanadoo.fr,,https://www.boamp.fr/demat/consultation/CONS-15-39511,,,,,False,False,,False,False
15-39512,Centre Hospitalier de Sambre Avesnois,None,"M. Gagliardi , Directeur Adjoint",,,"13, Boulevard Pateur",59607,Maubeuge Cedex,,,,,r_delhove@ch-sa.com,,https://marchespublics.nord-sante.org/ch-sambreavesnois,,,,,False,False,,False,False
15-39513,Commune de Dreux,None,M. Maire Le,,,2 Rue de Châteaudun B.p. 80129,28103,Dreux cedex,,02-37-38-84-12,,,contact@ville-dreux.fr,,https://www.achatpublic.com/sdm/ent/gen/ent_recherche.do?personnepublique=Mairie%20de%20Dreux,,,,,False,False,,False,False
15-39514,Département des Côtes d'Armor,None,Monsieur le président du conseil général des côtes d'armor,,,dejpi-scmg9 place du général de gaullecs 42371,22023,st brieuc cedex 1,,(+33) 2-96-62-62-09,,(+33) 2-96-62-63-77,contact@cg22.fr,http://www.cotesdarmor.fr,http://www.cotesdarmor.fr,,http://www.cotesdarmor.fr,,,False,False,,False,False
15-39515,Perpignan Méditerranée Communauté,None, PUJOL- Président Jean-Marc,,,11 boulevard Saint-Assiscle BP 20641,66006,Perpignan,,04-68-08-60-00,,04-68-08-60-01,,http://www.perpignanmediterranee.com,http://www.perpignanmediterranee.com,,,,,False,False,,False,False
15-39516,Commune de Miramas,None, le Maire,,,Place Jean Jaurès,13140,Miramas,,04-90-58-79-79,,04-90-50-11-05,,http://www.miramas.org,http://www.miramas.org,,,,,False,False,,False,False
15-39517,Département de la Charente,None, Le Président,,,"31 boulevard Emile Roux, CS 60 000",16917,ANGOULEME,,05-16-09-50-00,,05-16-09-51-86,,http://www.cg16.fr,http://marchespublics.cg16.fr,,,,,False,False,,False,False
15-39518,OPPIC,None,M. le Président de l'OPPIC,,,"30, rue du Château des Rentiers CS 61336",75647,Paris cedex 13,,,,,,,,,,,,False,False,,False,False
15-39519,Ville de Clermont-Ferrand,None, Le Maire,,,"DCEP-MOPA, 10 rue Philippe Marcombes BP 60",63033,CLERMONT FERRAND,,,,,,http://www.marches-publics.info/acheteur/VCF/,http://www.marches-publics.info/acheteur/VCF/,,,,,False,False,,False,False
15-39520,Commune de Châtenay-Malabry,None," SIFFREDI Georges, Maire de Châtenay-Malabry",,,26 rue du Docteur Le Savoureux,92290,Châtenay-Malabry,,01-46-83-46-11,,01-46-83-45-61,commande-publique@chatenay-malabry.fr,http://www.chatenay-malabry.fr,http://www.chatenay-malabry.fr,,,,,False,False,,False,False
15-39521,VALENCE ROMANS SUD RHONE-ALPES,None," DARAGON NICOLAS, PRESIDENT",,,BP 10388,26958,VALENCE,,04-75-81-30-30,,,,http://www.valenceromansagglo.fr/,http://www.valenceromansagglo.fr/,,,,,False,False,,False,False
15-39522,Université de Lorraine,None,,Direction des Achats et des Marchés Publics,,34 Cours Léopold CS 25233,54052,Nancy cedex,,,,,dha-nancy@univ-lorraine.fr,http://univ-lorraine.fr,http://www.marches-publics.gouv.fr/index.php5?page=entreprise.EntrepriseAdvancedSearch&searchAnnCons,http://www.marches-publics.gouv.fr/index.php5?page=entreprise.EntrepriseAdvancedSearch&searchAnnCons,http://www.marches-publics.gouv.fr/index.php5?page=entreprise.EntrepriseAdvancedSearch&searchAnnCons,,,False,False,,False,False
15-39523,Hauts-de-Seine Habitat - OPH,None, M. Le directeur général,,,45 rue paul vaillant couturier,92532,Levallois perret,,01-45-57-31-77,,,marches@opdh92.fr,http://www.hautsdeseinehabitat.fr,http://hautsdeseine-habitat.e-marchespublics.com,,,,,False,False,,False,False
15-39524,COMMUNAUTE DE COMMUNES VAL DES USSES,24740085600024, PENASA BRUNO,,,35 place de l'église,74270,FRANGY,,(+33) 4-50-44-79-86,,,valdesusses@wanadoo.fr,,http://www.mp74.fr,,,,,False,False,,False,False
15-39526,SYVADEC,None,"M. Tatti Francois, Président",,,"5, rue bis Colonel Feracci",20250,Corte,,04-95-34-00-14,,,info@syvadec.fr,http://www.syvadec.fr,http://www.klekoon.com,,,,,False,False,,False,False
